Variable,Description,Form_Name,Theme,Theme_count,Theme_group
EandR1-culspr-explnsgla,"Recreation & Sport - Loans or other financial assistance, of which within GLA group",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-explnsoth,"Recreation & Sport - Loans or other financial assistance, excluding to local authorities",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expshrlns,Recreation & Sport - Acquisition of share or loan capital,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expshrlnsgla,"Recreation & Sport - Acquisition of share or loan capital, of which within GLA group",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expshrlnsoth,"Recreation & Sport - Acquisition of share or loan capital, of which other",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-exptotfin,Recreation & Sport - Total financial expenditure,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expgrn,Open Spaces - Grants,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expgrnla,"Open Spaces - Grants, of which to other local authorities",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expgrngla,"Open Spaces - Grants, of which within GLA group",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expgrnoth,"Open Spaces - Grants, excluding to local authorities",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-explns,Open Spaces - Loans or other financial assistance,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-explnsla,"Open Spaces - Loans or other financial assistance, of which to other local authorities",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-explnsgla,"Open Spaces - Loans or other financial assistance, of which within GLA group",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-explnsoth,"Open Spaces - Loans or other financial assistance, excluding to local authorities",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expshrlns,Open Spaces - Acquisition of share or loan capital,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expshrlnsgla,"Open Spaces - Acquisition of share or loan capital, of which within GLA group",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-expshrlnsoth,"Open Spaces - Acquisition of share or loan capital, of which other",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-exptotfin,Open Spaces - Total financial expenditure,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expgrn,Tourism - Grants,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expgrnla,"Tourism - Grants, of which to other local authorities",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expgrngla,"Tourism - Grants, of which within GLA group",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expgrnoth,"Tourism - Grants, excluding to local authorities",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-explns,Tourism - Loans or other financial assistance,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-explnsla,"Tourism - Loans or other financial assistance, of which to other local authorities",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-explnsgla,"Tourism - Loans or other financial assistance, of which within GLA group",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-explnsoth,"Tourism - Loans or other financial assistance, excluding to local authorities",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expshrlns,Tourism - Acquisition of share or loan capital,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expshrlnsgla,"Tourism - Acquisition of share or loan capital, of which within GLA group",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-expshrlnsoth,"Tourism - Acquisition of share or loan capital, of which other",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-exptotfin,Tourism - Total financial expenditure,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expgrn,Library Services - Grants,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expgrnla,"Library Services - Grants, of which to other local authorities",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expgrngla,"Library Services - Grants, of which within GLA group",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expgrnoth,"Library Services - Grants, excluding to local authorities",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-explns,Library Services - Loans or other financial assistance,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-explnsla,"Library Services - Loans or other financial assistance, of which to other local authorities",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-explnsgla,"Library Services - Loans or other financial assistance, of which within GLA group",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-explnsoth,"Library Services - Loans or other financial assistance, excluding to local authorities",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expshrlns,Library Services - Acquisition of share or loan capital,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expshrlnsgla,"Library Services - Acquisition of share or loan capital, of which within GLA group",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-expshrlnsoth,"Library Services - Acquisition of share or loan capital, of which other",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-exptotfin,Library Services - Total financial expenditure,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expgrn,Total Culture & Related Services - Grants,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expgrnla,"Total Culture & Related Services - Grants, of which to other local authorities",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expgrngla,"Total Culture & Related Services - Grants, of which within GLA group",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expgrnoth,"Total Culture & Related Services - Grants, excluding to local authorities",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-explns,Total Culture & Related Services - Loans or other financial assistance,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-explnsla,"Total Culture & Related Services - Loans or other financial assistance, of which to other local authorities",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-explnsgla,"Total Culture & Related Services - Loans or other financial assistance, of which within GLA group",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-explnsoth,"Total Culture & Related Services - Loans or other financial assistance, excluding to local authorities",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expshrlns,Total Culture & Related Services - Acquisition of share or loan capital,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expshrlnsgla,"Total Culture & Related Services - Acquisition of share or loan capital, of which within GLA group",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expshrlnsoth,"Total Culture & Related Services - Acquisition of share or loan capital, of which other",EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-exptotfin,Total Culture & Related Services - Total financial expenditure,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-envcmt-expgrn,"Cemeteries, Cremation & Mortuary - Grants",EandR1,envcmt,27,Environment
EandR1-envcmt-expgrnla,"Cemeteries, Cremation & Mortuary - Grants, of which to other local authorities",EandR1,envcmt,27,Environment
EandR1-envcmt-expgrngla,"Cemeteries, Cremation & Mortuary - Grants, of which within GLA group",EandR1,envcmt,27,Environment
EandR1-envcmt-expgrnoth,"Cemeteries, Cremation & Mortuary - Grants, excluding to local authorities",EandR1,envcmt,27,Environment
EandR1-envcmt-explns,"Cemeteries, Cremation & Mortuary - Loans or other financial assistance",EandR1,envcmt,27,Environment
EandR1-envcmt-explnsla,"Cemeteries, Cremation & Mortuary - Loans or other financial assistance, of which to other local authorities",EandR1,envcmt,27,Environment
EandR1-envcmt-explnsgla,"Cemeteries, Cremation & Mortuary - Loans or other financial assistance, of which within GLA group",EandR1,envcmt,27,Environment
EandR1-envcmt-explnsoth,"Cemeteries, Cremation & Mortuary - Loans or other financial assistance, excluding to local authorities",EandR1,envcmt,27,Environment
EandR1-envcmt-expshrlns,"Cemeteries, Cremation & Mortuary - Acquisition of share or loan capital",EandR1,envcmt,27,Environment
EandR1-envcmt-expshrlnsgla,"Cemeteries, Cremation & Mortuary - Acquisition of share or loan capital, of which within GLA group",EandR1,envcmt,27,Environment
EandR1-envcmt-expshrlnsoth,"Cemeteries, Cremation & Mortuary - Acquisition of share or loan capital, of which other",EandR1,envcmt,27,Environment
EandR1-envcmt-exptotfin,"Cemeteries, Cremation & Mortuary - Total financial expenditure",EandR1,envcmt,27,Environment
EandR1-envcst-expgrn,Coast Protection - Grants,EandR1,envcst,27,Environment
EandR1-envcst-expgrnla,"Coast Protection - Grants, of which to other local authorities",EandR1,envcst,27,Environment
EandR1-envcst-expgrngla,"Coast Protection - Grants, of which within GLA group",EandR1,envcst,27,Environment
EandR1-envcst-expgrnoth,"Coast Protection - Grants, excluding to local authorities",EandR1,envcst,27,Environment
EandR1-envcst-explns,Coast Protection - Loans or other financial assistance,EandR1,envcst,27,Environment
EandR1-envcst-explnsla,"Coast Protection - Loans or other financial assistance, of which to other local authorities",EandR1,envcst,27,Environment
EandR1-envcst-explnsgla,"Coast Protection - Loans or other financial assistance, of which within GLA group",EandR1,envcst,27,Environment
EandR1-envcst-explnsoth,"Coast Protection - Loans or other financial assistance, excluding to local authorities",EandR1,envcst,27,Environment
EandR1-envcst-expshrlns,Coast Protection - Acquisition of share or loan capital,EandR1,envcst,27,Environment
EandR1-envcst-expshrlnsgla,"Coast Protection - Acquisition of share or loan capital, of which within GLA group",EandR1,envcst,27,Environment
EandR1-envcst-expshrlnsoth,"Coast Protection - Acquisition of share or loan capital, of which other",EandR1,envcst,27,Environment
EandR1-envcst-exptotfin,Coast Protection - Total financial expenditure,EandR1,envcst,27,Environment
EandR1-envcmm-expgrn,Community Safety - Grants,EandR1,envcmm,27,Environment
EandR1-envcmm-expgrnla,"Community Safety - Grants, of which to other local authorities",EandR1,envcmm,27,Environment
EandR1-envcmm-expgrngla,"Community Safety - Grants, of which within GLA group",EandR1,envcmm,27,Environment
EandR1-envcmm-expgrnoth,"Community Safety - Grants, excluding to local authorities",EandR1,envcmm,27,Environment
EandR1-envcmm-explns,Community Safety - Loans or other financial assistance,EandR1,envcmm,27,Environment
EandR1-envcmm-explnsla,"Community Safety - Loans or other financial assistance, of which to other local authorities",EandR1,envcmm,27,Environment
EandR1-envcmm-explnsgla,"Community Safety - Loans or other financial assistance, of which within GLA group",EandR1,envcmm,27,Environment
EandR1-envcmm-explnsoth,"Community Safety - Loans or other financial assistance, excluding to local authorities",EandR1,envcmm,27,Environment
EandR1-envcmm-expshrlns,Community Safety - Acquisition of share or loan capital,EandR1,envcmm,27,Environment
EandR1-envcmm-expshrlnsgla,"Community Safety - Acquisition of share or loan capital, of which within GLA group",EandR1,envcmm,27,Environment
EandR1-envcmm-expshrlnsoth,"Community Safety - Acquisition of share or loan capital, of which other",EandR1,envcmm,27,Environment
EandR1-envcmm-exptotfin,Community Safety - Total financial expenditure,EandR1,envcmm,27,Environment
EandR1-envflddrn-expgrn,Flood Defence & Land Drainage - Grants,EandR1,envflddrn,27,Environment
EandR1-envflddrn-expgrnla,"Flood Defence & Land Drainage - Grants, of which to other local authorities",EandR1,envflddrn,27,Environment
EandR1-envflddrn-expgrngla,"Flood Defence & Land Drainage - Grants, of which within GLA group",EandR1,envflddrn,27,Environment
EandR1-envflddrn-expgrnoth,"Flood Defence & Land Drainage - Grants, excluding to local authorities",EandR1,envflddrn,27,Environment
EandR1-envflddrn-explns,Flood Defence & Land Drainage - Loans or other financial assistance,EandR1,envflddrn,27,Environment
EandR1-envflddrn-explnsla,"Flood Defence & Land Drainage - Loans or other financial assistance, of which to other local authorities",EandR1,envflddrn,27,Environment
EandR1-envflddrn-explnsgla,"Flood Defence & Land Drainage - Loans or other financial assistance, of which within GLA group",EandR1,envflddrn,27,Environment
EandR1-envflddrn-explnsoth,"Flood Defence & Land Drainage - Loans or other financial assistance, excluding to local authorities",EandR1,envflddrn,27,Environment
EandR1-envflddrn-expshrlns,Flood Defence & Land Drainage - Acquisition of share or loan capital,EandR1,envflddrn,27,Environment
EandR1-envflddrn-expshrlnsgla,"Flood Defence & Land Drainage - Acquisition of share or loan capital, of which within GLA group",EandR1,envflddrn,27,Environment
EandR1-envflddrn-expshrlnsoth,"Flood Defence & Land Drainage - Acquisition of share or loan capital, of which other",EandR1,envflddrn,27,Environment
