Data item name,Description,Form name,Theme,Theme_count,Theme_group
RO2_transpblcrd_empl,Employees - Public transport co-ordination,RO2,transpblcrd,7,Transport
RO2_transpblcrd_run_exp,Running expenses - Public transport co-ordination,RO2,transpblcrd,7,Transport
RO2_transpblcrd_tot_exp,Total expenditure - Public transport co-ordination,RO2,transpblcrd,7,Transport
RO2_transpblcrd_sfc,"Sales, Fees and Charges - Public transport co-ordination",RO2,transpblcrd,7,Transport
RO2_transpblcrd_oth_inc,Other income - Public transport co-ordination,RO2,transpblcrd,7,Transport
RO2_transpblcrd_tot_inc,Total income - Public transport co-ordination,RO2,transpblcrd,7,Transport
RO2_transpblcrd_net_cur_exp,NET current expenditure - Public transport co-ordination,RO2,transpblcrd,7,Transport
RO2_transaht_empl,"Employees - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transaht_run_exp,"Running expenses - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transaht_tot_exp,"Total expenditure - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transaht_sfc,"Sales, Fees and Charges - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transaht_oth_inc,"Other income - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transaht_tot_inc,"Total income - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transaht_net_cur_exp,"NET current expenditure - Airports, harbours and toll facilities",RO2,transaht,7,Transport
RO2_transtot_empl,Employees - TOTAL HIGHWAYS AND TRANSPORT SERVICES,RO2,transtot,7,Transport
RO2_transtot_run_exp,Running expenses - TOTAL HIGHWAYS AND TRANSPORT SERVICES,RO2,transtot,7,Transport
RO2_transtot_tot_exp,Total expenditure - TOTAL HIGHWAYS AND TRANSPORT SERVICES,RO2,transtot,7,Transport
RO2_transtot_sfc,"Sales, Fees and Charges - TOTAL HIGHWAYS AND TRANSPORT SERVICES",RO2,transtot,7,Transport
RO2_transtot_oth_inc,Other income - TOTAL HIGHWAYS AND TRANSPORT SERVICES,RO2,transtot,7,Transport
RO2_transtot_tot_inc,Total income - TOTAL HIGHWAYS AND TRANSPORT SERVICES,RO2,transtot,7,Transport
RO2_transtot_net_cur_exp,NET current expenditure - TOTAL HIGHWAYS AND TRANSPORT SERVICES,RO2,transtot,7,Transport
RO2_transjntarrmnt_str_mnt_prn_rds_oth_inc,Other income - Structural maintenance - principal roads: joint arrangements in line 31,RO2,transjntarrmnt,4,Transport
RO2_transjntarrmnt_str_mnt_oth_rds_oth_inc,Other income - Structural maintenance - other LA roads: joint arrangements in line 32,RO2,transjntarrmnt,4,Transport
RO2_transjntarrmnt_env_mnt_prn_rds_oth_inc,Other income - Environmental/safety/routine maintenance principal roads: joint arrangements in line 41,RO2,transjntarrmnt,4,Transport
RO2_transjntarrmnt_env_mnt_oth_rds_oth_inc,Other income - Environmental/safety/routine maintenance other LA roads: joint arrangements in line 44,RO2,transjntarrmnt,4,Transport
RO2_transthrprtlbtclm_str_mnt_empl,Employees - Structural maintenance (all local roads): third party liability claims in,RO2,transthrprtlbtclm,7,Transport
RO2_transthrprtlbtclm_str_mnt_run_exp,Running expenses - Structural maintenance (all local roads): third party liability claims in,RO2,transthrprtlbtclm,7,Transport
RO2_transthrprtlbtclm_str_mnt_tot_exp,Total expenditure - Structural maintenance (all local roads): third party liability claims in,RO2,transthrprtlbtclm,7,Transport
RO2_transthrprtlbtclm_str_mnt_sfc,"Sales, Fees and Charges - Structural maintenance (all local roads): third party liability claims in",RO2,transthrprtlbtclm,7,Transport
RO2_transthrprtlbtclm_str_mnt_oth_inc,Other income - Structural maintenance (all local roads): third party liability claims in,RO2,transthrprtlbtclm,7,Transport
RO2_transthrprtlbtclm_str_mnt_tot_inc,Total income - Structural maintenance (all local roads): third party liability claims in,RO2,transthrprtlbtclm,7,Transport
RO2_transthrprtlbtclm_str_mnt_net_cur_exp,NET current expenditure - Structural maintenance (all local roads): third party liability claims in,RO2,transthrprtlbtclm,7,Transport
RO2_transunpptcmnt_env_prn_rds_run_exp,Running expenses - Environmental/safety/routine maintenance principal roads: unplanned patching in line 41,RO2,transunpptcmnt,2,Transport
RO2_transunpptcmnt_env_oth_rds_run_exp,Running expenses - Environmental/safety/routine maintenance other LA roads: unplanned patching in line 44,RO2,transunpptcmnt,2,Transport
RO2_transonstrfeechr_on_str_prk_pcn_sfc,"Sales, Fees and Charges - On-street parking: Penalty Charge Notice income included in line 61",RO2,transonstrfeechr,2,Transport
RO2_transonstrfeechr_on_str_prk_oth_sfc,"Sales, Fees and Charges - On street parking: other sales, fees and charges in line 61",RO2,transonstrfeechr,2,Transport
RO2_transpubsupopr_pym_bus_empl,Employees - Payment to operators in respect of depreciation which is included in line 73 - bus services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_bus_run_exp,Running expenses - Payment to operators in respect of depreciation which is included in line 73 - bus services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_bus_tot_exp,Total expenditure - Payment to operators in respect of depreciation which is included in line 73 - bus services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_bus_sfc,"Sales, Fees and Charges - Payment to operators in respect of depreciation which is included in line 73 - bus services",RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_bus_oth_inc,Other income - Payment to operators in respect of depreciation which is included in line 73 - bus services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_bus_tot_inc,Total income - Payment to operators in respect of depreciation which is included in line 73 - bus services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_bus_net_cur_exp,NET current expenditure - Payment to operators in respect of depreciation which is included in line 73 - bus services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_empl,Employees - Payment to operators in respect of depreciation which is included in line 74 - rail services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_run_exp,Running expenses - Payment to operators in respect of depreciation which is included in line 74 - rail services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_tot_exp,Total expenditure - Payment to operators in respect of depreciation which is included in line 74 - rail services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_sfc,"Sales, Fees and Charges - Payment to operators in respect of depreciation which is included in line 74 - rail services",RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_oth_inc,Other income - Payment to operators in respect of depreciation which is included in line 74 - rail services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_tot_inc,Total income - Payment to operators in respect of depreciation which is included in line 74 - rail services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_rail_net_cur_exp,NET current expenditure - Payment to operators in respect of depreciation which is included in line 74 - rail services,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_empl,Employees - Payment to operators in respect of depreciation which is included in line 75 - other,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_run_exp,Running expenses - Payment to operators in respect of depreciation which is included in line 75 - other,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_tot_exp,Total expenditure - Payment to operators in respect of depreciation which is included in line 75 - other,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_sfc,"Sales, Fees and Charges - Payment to operators in respect of depreciation which is included in line 75 - other",RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_oth_inc,Other income - Payment to operators in respect of depreciation which is included in line 75 - other,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_tot_inc,Total income - Payment to operators in respect of depreciation which is included in line 75 - other,RO2,transpubsupopr,21,Transport
RO2_transpubsupopr_pym_oth_net_cur_exp,NET current expenditure - Payment to operators in respect of depreciation which is included in line 75 - other,RO2,transpubsupopr,21,Transport
RO2_transsvmem_run_exp,Highways and transport services - memorandum item 'of which agency staff costs',RO2,transsvmem,1,Transport
RO3_asccvd19dsc_empl,Employees - COVID-19 discharge costs,RO3,asccvd19dsc,7,Adult Social Care
RO3_asccvd19dsc_run_exp,Running expenses - COVID-19 discharge costs,RO3,asccvd19dsc,7,Adult Social Care
RO3_asccvd19dsc_tot_exp,Total expenditure - COVID-19 discharge costs,RO3,asccvd19dsc,7,Adult Social Care
RO3_asccvd19dsc_sfc,"Sales, Fees and Charges - COVID-19 discharge costs",RO3,asccvd19dsc,7,Adult Social Care
RO3_asccvd19dsc_oth_inc,Other income - COVID-19 discharge costs,RO3,asccvd19dsc,7,Adult Social Care
RO3_asccvd19dsc_tot_inc,Total income - COVID-19 discharge costs,RO3,asccvd19dsc,7,Adult Social Care
RO3_asccvd19dsc_net_cur_exp,NET current expenditure - COVID-19 discharge costs,RO3,asccvd19dsc,7,Adult Social Care
RO3_ascdsbcr_empl,Employees - Disbursement payments to care providers,RO3,ascdsbcr,7,Adult Social Care
RO3_ascdsbcr_run_exp,Running expenses - Disbursement payments to care providers,RO3,ascdsbcr,7,Adult Social Care
RO3_ascdsbcr_tot_exp,Total expenditure - Disbursement payments to care providers,RO3,ascdsbcr,7,Adult Social Care
RO3_ascdsbcr_sfc,"Sales, Fees and Charges - Disbursement payments to care providers",RO3,ascdsbcr,7,Adult Social Care
RO3_ascdsbcr_oth_inc,Other income - Disbursement payments to care homes,RO3,ascdsbcr,7,Adult Social Care
RO3_ascdsbcr_tot_inc,Total income - Disbursement payments to care providers,RO3,ascdsbcr,7,Adult Social Care
RO3_ascdsbcr_net_cur_exp,NET current expenditure - Disbursement payments to care providers,RO3,ascdsbcr,7,Adult Social Care
RO3_ascothnondsbcr_empl,Employees - Other payments to care providers,RO3,ascothnondsbcr,7,Adult Social Care
RO3_ascothnondsbcr_run_exp,Running expenses - Other payments to care providers,RO3,ascothnondsbcr,7,Adult Social Care
RO3_ascothnondsbcr_tot_exp,Total expenditure - Other payments to care providers,RO3,ascothnondsbcr,7,Adult Social Care
RO3_ascothnondsbcr_sfc,"Sales, Fees and Charges - Other payments to care providers",RO3,ascothnondsbcr,7,Adult Social Care
RO3_ascothnondsbcr_oth_inc,Other income - Other payments to care providers,RO3,ascothnondsbcr,7,Adult Social Care
RO3_ascothnondsbcr_tot_inc,Total income - Other payments to care providers,RO3,ascothnondsbcr,7,Adult Social Care
RO3_ascothnondsbcr_net_cur_exp,NET current expenditure - Other payments to care providers,RO3,ascothnondsbcr,7,Adult Social Care
RO3_cscsr_empl,Employees - Children's social care: Sure start children's centres and early years,RO3,cscsr,7,Children’s Social Care
RO3_cscsr_run_exp,Running expenses - Children's social care: Sure start children's centres and early years,RO3,cscsr,7,Children’s Social Care
RO3_cscsr_tot_exp,Total expenditure - Children's social care: Sure start children's centres and early years,RO3,cscsr,7,Children’s Social Care
RO3_cscsr_sfc,"Sales, Fees and Charges - Children's social care: Sure start children's centres and early years",RO3,cscsr,7,Children’s Social Care
RO3_cscsr_oth_inc,Other income - Children's social care: Sure start children's centres and early years,RO3,cscsr,7,Children’s Social Care
RO3_cscsr_tot_inc,Total income - Children's social care: Sure start children's centres and early years,RO3,cscsr,7,Children’s Social Care
RO3_cscsr_net_cur_exp,NET current expenditure - Children's social care: Sure start children's centres and early years,RO3,cscsr,7,Children’s Social Care
RO3_csclkd_empl,Employees - Children's social care - Children Looked After,RO3,csclkd,7,Children’s Social Care
RO3_csclkd_run_exp,Running expenses - Children's social care - Children Looked After,RO3,csclkd,7,Children’s Social Care
RO3_csclkd_tot_exp,Total expenditure - Children's social care - Children Looked After,RO3,csclkd,7,Children’s Social Care
RO3_csclkd_sfc,"Sales, Fees and Charges - Children's social care - Children Looked After",RO3,csclkd,7,Children’s Social Care
RO3_csclkd_oth_inc,Other income - Children's social care - Children Looked After,RO3,csclkd,7,Children’s Social Care
RO3_csclkd_tot_inc,Total income - Children's social care - Children Looked After,RO3,csclkd,7,Children’s Social Care
RO3_csclkd_net_cur_exp,NET current expenditure - Children's social care - Children Looked After,RO3,csclkd,7,Children’s Social Care
RO3_cscoth_empl,Employees - Children's social care - Other children's and families services,RO3,cscoth,7,Children’s Social Care
RO3_cscoth_run_exp,Running expenses - Children's social care - Other children's and families services,RO3,cscoth,7,Children’s Social Care
RO3_cscoth_tot_exp,Total expenditure - Children's social care - Other children's and families services,RO3,cscoth,7,Children’s Social Care
RO3_cscoth_sfc,"Sales, Fees and Charges - Children's social care - Other children's and families services",RO3,cscoth,7,Children’s Social Care
RO3_cscoth_oth_inc,Other income - Children's social care - Other children's and families services,RO3,cscoth,7,Children’s Social Care
RO3_cscoth_tot_inc,Total income - Children's social care - Other children's and families services,RO3,cscoth,7,Children’s Social Care
RO3_cscoth_net_cur_exp,NET current expenditure - Children's social care - Other children's and families services,RO3,cscoth,7,Children’s Social Care
RO3_csclkdres_empl,Employees - Children's social care - of which residential care,RO3,csclkdres,7,Children’s Social Care
RO3_csclkdres_run_exp,Running expenses - Children's social care - of which residential care,RO3,csclkdres,7,Children’s Social Care
RO3_csclkdres_tot_exp,Total service expenditure - Children's social care - of which residential care,RO3,csclkdres,7,Children’s Social Care
RO3_csclkdres_sfc,"Sales, Fees and Charges - Children's social care - of which residential care",RO3,csclkdres,7,Children’s Social Care
RO3_csclkdres_oth_inc,Other Income - Children's social care - of which residential care,RO3,csclkdres,7,Children’s Social Care
RO3_csclkdres_tot_inc,Total Income - Children's social care - of which residential care,RO3,csclkdres,7,Children’s Social Care
RO3_csclkdfos_empl,Employees - Children's social care - of which fostering services,RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdfos_run_exp,Running expenses - Children's social care - of which fostering services,RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdfos_tot_exp,Total service expenditure - Children's social care - of which fostering services,RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdfos_sfc,"Sales, Fees and Charges - Children's social care - of which fostering services",RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdfos_oth_inc,Other Income - Children's social care - of which fostering services,RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdfos_tot_inc,Total Income - Children's social care - of which fostering services,RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdfos_net_cur_exp,Net Current Expenditure - Children's social care - of which fostering services ,RO3,csclkdfos,7,Children’s Social Care
RO3_csclkdasy_empl,Employees - Children's social care - of which asylum seeking children who are looked after,RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdasy_run_exp,Running expenses - Children's social care - of which asylum seeking children who are looked after,RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdasy_tot_exp,Total service expenditure - Children's social care - of which asylum seeking children who are looked after,RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdasy_sfc,"Sales, Fees and Charges - Children's social care - of which asylum seeking children who are looked after",RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdasy_oth_inc,Other Income - Children's social care - of which asylum seeking children who are looked after,RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdasy_tot_inc,Total Income - Children's social care - of which asylum seeking children who are looked after,RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdasy_net_cur_exp,Net Current Expenditure - Children's social care - of which asylum seeking children who are looked after,RO3,csclkdasy,7,Children’s Social Care
RO3_csclkdoth_empl,Employees - Children's social care - of which other,RO3,csclkdoth,7,Children’s Social Care
RO3_csclkdoth_run_exp,Running expenses - Children's social care - of which other,RO3,csclkdoth,7,Children’s Social Care
RO3_csclkdoth_tot_exp,Total service expenditure - Children's social care - of which other,RO3,csclkdoth,7,Children’s Social Care
